"X1","X2","bigram","label"
"ordinary","mp","ordinary mp","politics"
"mp","start","mp start","politics"
"start","party","start party","politics"
"party","flash","party flash","politics"
"flash","real","flash real","politics"
"real","policy","real policy","politics"
"policy","hope","policy hope","politics"
"hope","start","hope start","politics"
"start","ukip","start ukip","politics"
"ukip","kilroysilk","ukip kilroysilk","politics"
"kilroysilk","slipping","kilroysilk slipping","politics"
"slipping","obscurity","slipping obscurity","politics"
"obscurity","veritas","obscurity veritas","politics"
"veritas","doom","veritas doom","politics"
"doom","wrong","doom wrong","politics"
"wrong","surely","wrong surely","politics"
"surely","modern","surely modern","politics"
"modern","schoolchildren","modern schoolchildren","politics"
"schoolchildren","understand","schoolchildren understand","politics"
"understand","learn","understand learn","politics"
"learn","latin","learn latin","politics"
"latin","classroom","latin classroom","politics"
"classroom","essence","classroom essence","politics"
"essence","rks","essence rks","politics"
"rks","represents","rks represents","politics"
"represents","euroscepticism","represents euroscepticism","politics"
"euroscepticism","explain","euroscepticism explain","politics"
"explain","tootwee","explain tootwee","politics"
"tootwee","label","tootwee label","politics"
"label","veritas","label veritas","politics"
"veritas","symbolises","veritas symbolises","politics"
"symbolises","civil","symbolises civil","politics"
"civil","servants","civil servants","politics"
"servants","strike","servants strike","politics"
"strike","ballot","strike ballot","politics"
"ballot","uks","ballot uks","politics"
"uks","biggest","uks biggest","politics"
"biggest","civil","biggest civil","politics"
"civil","service","civil service","politics"
"service","union","service union","politics"
"union","ballot","union ballot","politics"
"ballot","strikes","ballot strikes","politics"
"strikes","protest","strikes protest","politics"
"protest","government","protest government","politics"
"government","plans","government plans","politics"
"plans","extend","plans extend","politics"
"extend","pension","extend pension","politics"
"pension","age","pension age","politics"
"age","public","age public","politics"
"public","commercial","public commercial","politics"
"commercial","services","commercial services","politics"
"services","union","services union","politics"
"union","coordinate","union coordinate","politics"
"coordinate","action","coordinate action","politics"
"action","public","action public","politics"
"public","sector","public sector","politics"
"sector","unions","sector unions","politics"
"unions","unions","unions unions","politics"
"unions","earmarked","unions earmarked","politics"
"earmarked","march","earmarked march","politics"
"march","oneday","march oneday","politics"
"oneday","strike","oneday strike","politics"
"strike","involve","strike involve","politics"
"involve","million","involve million","politics"
"million","uk","million uk","politics"
"uk","workers","uk workers","politics"
"workers","government","workers government","politics"
"government","unions","government unions","politics"
"unions","consulted","unions consulted","politics"
"consulted","pension","consulted pension","politics"
"pension","system","pension system","politics"
"system","pcs","system pcs","politics"
"pcs","leader","pcs leader","politics"
"leader","mark","leader mark","politics"
"mark","serwotka","mark serwotka","politics"
"serwotka","warned","serwotka warned","politics"
"warned","walkouts","warned walkouts","politics"
"walkouts","government","walkouts government","politics"
"government","rethink","government rethink","politics"
"rethink","government","rethink government","politics"
"government","lectures","government lectures","politics"
"lectures","choice","lectures choice","politics"
"choice","choice","choice choice","politics"
"choice","public","choice public","politics"
"public","service","public service","politics"
"service","choice","service choice","politics"
"choice","choice","choice choice","politics"
"choice","isnt","choice isnt","politics"
"isnt","ironic","isnt ironic","politics"
"ironic","theyre","ironic theyre","politics"
"theyre","public","theyre public","politics"
"public","sector","public sector","politics"
"sector","workers","sector workers","politics"
"workers","choice","workers choice","politics"
"choice","pension","choice pension","politics"
"pension","promised","pension promised","politics"
"promised","started","promised started","politics"
"started","extra","started extra","politics"
"extra","people","extra people","politics"
"people","drop","people drop","politics"
"drop","century","drop century","politics"
"century","completely","century completely","politics"
"completely","unacceptable","completely unacceptable","politics"
"unacceptable","bbc","unacceptable bbc","politics"
"bbc","correspondent","bbc correspondent","politics"
"correspondent","stephen","correspondent stephen","politics"
"stephen","cape","stephen cape","politics"
"cape","combined","cape combined","politics"
"combined","unions","combined unions","politics"
"unions","represented","unions represented","politics"
"represented","formidable","represented formidable","politics"
"formidable","force","formidable force","politics"
"force","embarrass","force embarrass","politics"
"embarrass","government","embarrass government","politics"
"government","runup","government runup","politics"
"runup","election","runup election","politics"
"election","stoppage","election stoppage","politics"
"stoppage","involving","stoppage involving","politics"
"involving","civil","involving civil","politics"
"civil","servants","civil servants","politics"
"servants","disrupt","servants disrupt","politics"
"disrupt","close","disrupt close","politics"
"close","government","close government","politics"
"government","departments","government departments","politics"
"departments","agencies","departments agencies","politics"
"agencies","museums","agencies museums","politics"
"museums","opposition","museums opposition","politics"
"opposition","raising","opposition raising","politics"
"raising","retirement","raising retirement","politics"
"retirement","age","retirement age","politics"
"age","unions","age unions","politics"
"unions","agreed","unions agreed","politics"
"agreed","correspondent","agreed correspondent","politics"
"correspondent","added","correspondent added","politics"
"added","unisons","added unisons","politics"
"unisons","workers","unisons workers","politics"
"workers","transport","workers transport","politics"
"transport","workers","transport workers","politics"
"workers","unions","workers unions","politics"
"unions","amicus","unions amicus","politics"
"amicus","balloted","amicus balloted","politics"
"balloted","march","balloted march","politics"
"march","walkout","march walkout","politics"
"walkout","deputy","walkout deputy","politics"
"deputy","prime","deputy prime","politics"
"prime","minister","prime minister","politics"
"minister","john","minister john","politics"
"john","prescott","john prescott","politics"
"prescott","held","prescott held","politics"
"held","private","held private","politics"
"private","meeting","private meeting","politics"
"meeting","senior","meeting senior","politics"
"senior","union","senior union","politics"
"union","figures","union figures","politics"
"figures","thursday","figures thursday","politics"
"thursday","night","thursday night","politics"
"night","correspondent","night correspondent","politics"
